"action_group","cert_in_global","suggested_next_action","certificate_no","track_name","category","brand","product_name","registrant","origin","approval_date","valid_until","official_status","official_verification_status","official_product_name","official_registrant","official_scope","main_landscape_included","source_url","entity_match_hint","company_profile_text_hint"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253130671","少女针 / PCL","PCL少女针","倾研","注射用聚己内酯微球面部填充剂","渼颜空间生物科技（吉林）有限公司","国产","2025-03-31","","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用聚己内酯微球面部填充剂","渼颜空间生物科技（吉林）有限公司","该产品适用于注射到鼻唇沟部位皮下层，以纠正中到重度鼻唇沟皱纹。","是","https://ir.sihuanpharm.com/media/rw2a3vqo/hkex-eps_20250915_11841228_0.pdf","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253132404","少女针 / PCL","PCL少女针","塑妍真（下颏适应证）","注射用聚己内酯微球面部填充剂","山东采采医疗科技有限公司","国产","2025-11-28","","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用聚己内酯微球面部填充剂","山东采采医疗科技有限公司","该产品适用于注射到皮下组织，填充下颌区域，以改善轻度至中度下颌后缩患者的下颌轮廓。","是","https://mp.weixin.qq.com/s/Yfc9O14pXJmRAfsUnLJBfQ","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20263130151","少女针 / PCL","PCL少女针","伊妍仕恒耀™ / Ellansé-M","注射用聚己内酯微球面部填充剂","艾克蒂思医疗有限公司AQTIS Medical B.V.","进口","2026-04-21","","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用聚己内酯微球面部填充剂Polycaprolactone Gel for Injection","艾克蒂思医疗有限公司AQTIS Medical B.V.","该产品适用于颞部，注射至骨膜上层用以改善成人轻中度颞部凹陷，在医疗机构使用。","是","http://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=12171420&stockid=000963","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253130390","羟基磷酸钙 / CaHA","CaHA羟基磷酸钙微球","优法兰 CC针","注射用羟基磷酸钙微球面部填充剂","上海摩漾生物科技有限公司","国产","2025-02-17","","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用羟基磷酸钙微球面部填充剂","上海摩漾生物科技有限公司","用于鼻唇沟部位皮下层注射，以纠正中重度鼻唇沟皱纹。","是","https://www.prnasia.com/story/479794-1.shtml","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20253130124","羟基磷酸钙 / CaHA","CaHA羟基磷酸钙微球","RADIESSE 芮得怡","注射用羟基磷酸钙微球面部填充剂","Merz North America, Inc.","进口","2025-03-07","","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用羟基磷酸钙微球面部填充剂RADIESSE INJECTABLE IMPLANT","梅尔茨北美公司Merz North America Inc.","该产品适用于注射到鼻唇沟部位皮下层，以纠正中重度鼻唇沟皱纹。","是","https://www.prnasia.com/story/513176-1.shtml","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20173130346","羟基磷酸钙 / CaHA","CaHA边界市场","菲林普利","羟基磷灰石生物陶瓷","四川拜阿蒙生物活性材料有限责任公司","国产","2021-12-02","2027-03-02","verified","已官方核验/国家政务服务平台NMPA器械查询","羟基磷灰石生物陶瓷","四川拜阿蒙生物活性材料有限责任公司","各种原因所致的骨缺损修复或填充；各种原因所致的软组织修复或增强，如眼球摘除或眼内容物剜除后的义眼台植入。","否","https://bydrug.pharmcube.com/detailpage/deviceCNImported/42d1b2ce7d39b4581689fc4d20efdb9d","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20183131912","羟基磷酸钙 / CaHA","CaHA边界市场","海魅·云境","羟基磷灰石生物陶瓷","上海倍尔康生物医学科技有限公司","国产","2018","2028","verified","已官方核验/国家政务服务平台NMPA器械查询","羟基磷灰石生物陶瓷","上海倍尔康生物医学科技有限公司","适用于非承重性骨缺损的填充。","否","https://www.sohu.com/a/742457641_121303447","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20153131017","羟基磷酸钙 / CaHA","CaHA边界市场","悦龄塑","复合磷酸钙骨植入材料","上海睿星医疗器材有限公司","国产","2015","","verified","已官方核验/国家政务服务平台NMPA器械查询","复合磷酸钙骨植入材料","上海睿星医疗器材有限公司","适用于非承重性骨缺损的填充。","否","https://www.yuelingsu.com/","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253132517","胶原蛋白","胶原蛋白","艾佰瑞胶原蛋白植入剂","胶原蛋白植入剂","北京艾佰瑞生物技术有限公司","国产","2025-12-10","2030-12-09","verified","已官方核验/国家政务服务平台NMPA器械查询","胶原蛋白植入剂","北京艾佰瑞生物技术有限公司","该产品适用于面颊部真皮层注射，以改善面颊部平滑度。","是","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697782406001220251229114720780","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注许20173130007","胶原蛋白","胶原蛋白","肤丽美","胶原蛋白植入剂 Sunmax Collagen Implant I-Plus","双美生物科技股份有限公司","港澳台","2025-06-03","2031-03-07","verified","已官方核验/国家政务服务平台NMPA器械查询","胶原蛋白植入剂Sunmax Collagen Implant I-Plus","双美生物科技股份有限公司","该产品适用于面部真皮组织中层至深层注射以纠正鼻唇沟重力性皱纹。","是","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0471040996369620251219042411557","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注许20193130064","胶原蛋白","胶原蛋白","肤柔美","胶原蛋白植入剂 Sunmax Collagen Implant I","双美生物科技股份有限公司","港澳台","2023-04-07","2029-04-14","verified","已官方核验/国家政务服务平台NMPA器械查询","胶原蛋白植入剂“Sunmax”Collagen Implant I","双美生物科技股份有限公司","该产品用于面部真皮组织填充以纠正额部动力性皱纹(如眉间纹、额头纹和鱼尾纹等)。","是","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0471040996367220251219040718235","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253130751","胶原蛋白","胶原蛋白","薇旖美","注射用重组Ⅲ型人源化胶原蛋白凝胶","山西锦波生物医药股份有限公司","国产","2025-04-09","2030-04-08","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用重组Ⅲ型人源化胶原蛋白凝胶","山西锦波生物医药股份有限公司","产品适用于注射到中面部皮下至骨膜上层，以矫正中面部容量缺失和/或中面部轮廓缺陷。","是","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694760571930920260423025246896","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20233131245","胶原蛋白","胶原蛋白","修丽可铂研","注射用重组Ⅲ型人源化胶原蛋白溶液","山西锦波生物医药股份有限公司","国产","2023-08-28","2028-08-27","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用重组Ⅲ型人源化胶原蛋白溶液","山西锦波生物医药股份有限公司","该产品用于面部真皮组织填充以纠正额部动力性皱纹（包括眉间纹、额头纹和鱼尾纹）。","是","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694760571635320231014030604963","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20263130023","胶原蛋白","胶原蛋白","奇璞胶原蛋白植入剂","胶原蛋白植入剂","成都奇璞生物科技有限公司","国产","2026-01-07","2031-01-06","verified","已官方核验/国家政务服务平台NMPA器械查询","胶原蛋白植入剂","成都奇璞生物科技有限公司","该产品适用于面部鱼尾纹部位真皮组织注射填充以纠正鱼尾纹。","是","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=16976551130019202602051028011","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253132516","胶原蛋白","胶原蛋白","崇山医用胶原蛋白植入剂","医用胶原蛋白植入剂","浙江崇山生物制品有限公司","国产","2025-12-10","2030-12-09","verified","已官方核验/国家政务服务平台NMPA器械查询","医用胶原蛋白植入剂","浙江崇山生物制品有限公司","适用于面部鼻唇沟部位真皮组织中层至深层及皮下注射以纠正中重度鼻唇沟皱纹。","是","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694001670112320251217043213403","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253131017","胶原蛋白","胶原蛋白","珂瑞康面部胶原蛋白植入剂","注射用面部胶原蛋白植入剂","浙江珂瑞康生物医疗科技有限公司","国产","2025-05-27","2030-05-26","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用面部胶原蛋白植入剂","浙江珂瑞康生物医疗科技有限公司","适用于面部真皮组织填充以纠正额部动力性皱纹（包括眉间纹、额头纹和鱼尾纹）。","是","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697476242037320260417034138106","","no"
"provincial_or_unsupported","no","省级/二类或 UDI 线索：不直接进全球主库，除非你确认该类纳入口径","吉械注准20242140713","胶原蛋白","胶原蛋白","医用重组胶原蛋白面部护理膏","医用重组胶原蛋白面部护理膏","吉林省国人生物工程有限公司","国产","2024","","unsupported_certificate_type","省级器械待省局核验","","","","否","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=818d984b78df445dac2a7292d62e8068","","no"
"provincial_or_unsupported","no","省级/二类或 UDI 线索：不直接进全球主库，除非你确认该类纳入口径","辽械注准20252140119","胶原蛋白","胶原蛋白","重组胶原蛋白皮肤修复敷料","重组胶原蛋白皮肤修复敷料","修原（辽宁）生物有限公司","国产","2025","","unsupported_certificate_type","省级器械待省局核验","","","","否","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697791144026020251226022937019","","no"
"provincial_or_unsupported","no","省级/二类或 UDI 线索：不直接进全球主库，除非你确认该类纳入口径","吉械注准20222140077","胶原蛋白","胶原蛋白","医用重组人源Ⅲ型胶原蛋白皮肤修复护理膜","医用重组人源Ⅲ型胶原蛋白皮肤修复护理膜","吉林省国大生物工程有限公司","国产","2022","","unsupported_certificate_type","省级器械待省局核验","","","","否","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=bdb0037b1568484db09865bdb3b3c0ab","","no"
"provincial_or_unsupported","no","省级/二类或 UDI 线索：不直接进全球主库，除非你确认该类纳入口径","吉械注准20252140758","胶原蛋白","胶原蛋白","医用重组胶原蛋白疤痕修复凝胶","医用重组胶原蛋白疤痕修复凝胶","吉林省曹兴堂生物医药有限公司","国产","2025","","unsupported_certificate_type","省级器械待省局核验","","","","否","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697658545027820260428094426417","","no"
"provincial_or_unsupported","no","省级/二类或 UDI 线索：不直接进全球主库，除非你确认该类纳入口径","黑械注准20222140037","胶原蛋白","胶原蛋白","医用重组III型人源化胶原蛋白修复凝胶","医用重组III型人源化胶原蛋白修复凝胶","哈尔滨依佳美成生物科技有限公司","国产","2022","","unsupported_certificate_type","省级器械待省局核验","","","","否","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=f4ff3e19f7194e33b829ce5080144c6a","","no"
"provincial_or_unsupported","no","省级/二类或 UDI 线索：不直接进全球主库，除非你确认该类纳入口径","黑械注准20222140039","胶原蛋白","胶原蛋白","医用重组Ⅲ型人源化胶原蛋白修复贴","医用重组Ⅲ型人源化胶原蛋白修复贴","哈尔滨依佳美成生物科技有限公司","国产","2022","","unsupported_certificate_type","省级器械待省局核验","","","","否","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=866e7bac7e154a5c837c490c92ab6bb9","","no"
"provincial_or_unsupported","no","省级/二类或 UDI 线索：不直接进全球主库，除非你确认该类纳入口径","黑械注准20222140007","胶原蛋白","胶原蛋白","医用重组III型人源化胶原蛋白修复液","医用重组III型人源化胶原蛋白修复液","哈尔滨运美达生物科技有限公司","国产","2022","","unsupported_certificate_type","省级器械待省局核验","","","","否","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=1552454872104cec92a6a61c036b709b","","no"
"provincial_or_unsupported","no","省级/二类或 UDI 线索：不直接进全球主库，除非你确认该类纳入口径","黑械注准20212140027","胶原蛋白","胶原蛋白","医用重组III型人源化胶原蛋白修复贴","医用重组III型人源化胶原蛋白修复贴","哈尔滨运美达生物科技有限公司","国产","2021","","unsupported_certificate_type","省级器械待省局核验","","","","否","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=ba1b6054851f4884903c8d4bdd285b0b","","no"
"provincial_or_unsupported","no","省级/二类或 UDI 线索：不直接进全球主库，除非你确认该类纳入口径","黑械注准20222140009","胶原蛋白","胶原蛋白","医用重组Ⅲ型人源化胶原蛋白修复软膏","医用重组Ⅲ型人源化胶原蛋白修复软膏","哈尔滨运美达生物科技有限公司","国产","2022","","unsupported_certificate_type","省级器械待省局核验","","","","否","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=beb909fa0d434f4cbb93462d73a20868","","no"
"provincial_or_unsupported","no","省级/二类或 UDI 线索：不直接进全球主库，除非你确认该类纳入口径","津械注准20252140044","胶原蛋白","胶原蛋白","重组胶原蛋白皮肤屏障修复敷料","重组胶原蛋白皮肤屏障修复敷料","天津市欧歌药业科技有限公司","国产","2025","","unsupported_certificate_type","省级器械待省局核验","","","","否","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697546430016120260108043106592","","no"
"provincial_or_unsupported","no","省级/二类或 UDI 线索：不直接进全球主库，除非你确认该类纳入口径","宁械注准20242140022","胶原蛋白","胶原蛋白","医用重组胶原蛋白皮肤修复喷剂敷料","医用重组胶原蛋白皮肤修复喷剂敷料","汉方再生医学（银川）集团有限公司","国产","2024","","unsupported_certificate_type","省级器械待省局核验","","","","否","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697504988941820260318114624635","","no"
"provincial_or_unsupported","no","省级/二类或 UDI 线索：不直接进全球主库，除非你确认该类纳入口径","宁械注准20242140024","胶原蛋白","胶原蛋白","医用重组胶原蛋白皮肤修复敷料","医用重组胶原蛋白皮肤修复敷料","汉方再生医学（银川）集团有限公司","国产","2024","","unsupported_certificate_type","省级器械待省局核验","","","","否","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697504988940120260318122000258","","no"
"provincial_or_unsupported","no","省级/二类或 UDI 线索：不直接进全球主库，除非你确认该类纳入口径","宁械注准20242140023","胶原蛋白","胶原蛋白","医用重组胶原蛋白皮肤修复液","医用重组胶原蛋白皮肤修复液","汉方再生医学（银川）集团有限公司","国产","2024","","unsupported_certificate_type","省级器械待省局核验","","","","否","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697504988939520260318025626107","","no"
"provincial_or_unsupported","no","省级/二类或 UDI 线索：不直接进全球主库，除非你确认该类纳入口径","湘械注准20222140481","胶原蛋白","胶原蛋白","医用重组III型人源化胶原蛋白修护膜（液）","医用重组III型人源化胶原蛋白修护膜（液）","湖南仁馨生物技术有限公司","国产","2022","","unsupported_certificate_type","省级器械待省局核验","","","","否","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=f140071c7892483280988cadd8e2a53c","","no"
"provincial_or_unsupported","no","省级/二类或 UDI 线索：不直接进全球主库，除非你确认该类纳入口径","湘械注准20232141117","胶原蛋白","胶原蛋白","医用重组胶原蛋白疤痕修护凝胶","医用重组胶原蛋白疤痕修护凝胶","湖南微肽美汇医疗科技有限公司","国产","2023","","unsupported_certificate_type","省级器械待省局核验","","","","否","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=31be68b239c94b5e97e47089c13f1e15","","no"
"provincial_or_unsupported","no","省级/二类或 UDI 线索：不直接进全球主库，除非你确认该类纳入口径","湘械注准20222141799","胶原蛋白","胶原蛋白","由美密码 酵母重组III型人源化胶原蛋白疤痕凝胶","酵母重组III型人源化胶原蛋白疤痕凝胶","湖南有美生物科技有限公司","国产","2022","","unsupported_certificate_type","省级器械待省局核验","","","","否","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=c416d563e14e43d6bc915c53103d7f12","","no"
"provincial_or_unsupported","no","省级/二类或 UDI 线索：不直接进全球主库，除非你确认该类纳入口径","湘械注准20242140931","胶原蛋白","胶原蛋白","Originalook 科丽真 医用重组胶原蛋白疤痕修复凝胶 20g/支","Originalook 科丽真 医用重组胶原蛋白疤痕修复凝胶 20g/支","湖南银华棠医药科技有限公司","国产","2024","","unsupported_certificate_type","省级器械待省局核验","","","","否","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=1faed683645c4b03a1ea7697103446a2","","no"
"provincial_or_unsupported","no","省级/二类或 UDI 线索：不直接进全球主库，除非你确认该类纳入口径","湘械注准20242141055","胶原蛋白","胶原蛋白","Uoik 医用重组胶原蛋白疤痕修复软膏 20g/支/盒","Uoik 医用重组胶原蛋白疤痕修复软膏 20g/支/盒","湖南银华棠医药科技有限公司","国产","2024","","unsupported_certificate_type","省级器械待省局核验","","","","否","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=13b0896b9bb84616931ffcf7840ae94d","","no"
"provincial_or_unsupported","no","省级/二类或 UDI 线索：不直接进全球主库，除非你确认该类纳入口径","湘械注准20222140442","胶原蛋白","胶原蛋白","奈美星NAIMEIXING 医用重组Ⅲ型人源化胶原蛋白修护贴 面膜型 30g/贴*5贴/盒","奈美星NAIMEIXING 医用重组Ⅲ型人源化胶原蛋白修护贴 面膜型 30g/贴*5贴/盒","湖南银华棠医药科技有限公司","国产","2022","","unsupported_certificate_type","省级器械待省局核验","","","","否","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=e55fc798c3b94b5584ea08192cf910dc","","no"
"provincial_or_unsupported","no","省级/二类或 UDI 线索：不直接进全球主库，除非你确认该类纳入口径","湘械注准20222141211","胶原蛋白","胶原蛋白","養怡和 医用重组III型人源化胶原蛋白修护液 无菌型 5ml/瓶*5瓶/盒","養怡和 医用重组III型人源化胶原蛋白修护液 无菌型 5ml/瓶*5瓶/盒","湖南银华棠医药科技有限公司","国产","2022","","unsupported_certificate_type","省级器械待省局核验","","","","否","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=2a8e63f748ff482bab0d214c3b3d9ebc","","no"
"provincial_or_unsupported","no","省级/二类或 UDI 线索：不直接进全球主库，除非你确认该类纳入口径","苏械注准20252141427","胶原蛋白","胶原蛋白","重组胶原蛋白疤痕凝胶（Blue Dew蓝露）","重组胶原蛋白疤痕凝胶","苏州圣惠医疗器械有限公司","国产","2025","","unsupported_certificate_type","省级器械待省局核验","","","","否","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697217659414720251011084008617","","no"
"provincial_or_unsupported","no","省级/二类或 UDI 线索：不直接进全球主库，除非你确认该类纳入口径","苏械注准20252140545","胶原蛋白","胶原蛋白","重组胶原蛋白疤痕凝胶","重组胶原蛋白疤痕凝胶","苏州浩微生物医疗科技有限公司","国产","2025","","unsupported_certificate_type","省级器械待省局核验","","","","否","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=1697517053151120251222013806366","","no"
"provincial_or_unsupported","no","省级/二类或 UDI 线索：不直接进全球主库，除非你确认该类纳入口径","吉械注准20242140621","胶原蛋白","胶原蛋白","医用重组胶原蛋白皮肤修复敷料","医用重组胶原蛋白皮肤修复敷料","长春市奥朗特生化药械科研基地有限公司","国产","2024","","unsupported_certificate_type","省级器械待省局核验","","","","否","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=1b5fd145311d4154a13f91ff04a08905","","no"
"provincial_or_unsupported","no","省级/二类或 UDI 线索：不直接进全球主库，除非你确认该类纳入口径","湘械注准20222140444","胶原蛋白","胶原蛋白","重组Ⅲ型人源化胶原蛋白疤痕凝胶","重组Ⅲ型人源化胶原蛋白疤痕凝胶","长沙聚源医疗科技有限公司","国产","2022","","unsupported_certificate_type","省级器械待省局核验","","","","否","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=1fec4d9157dd491bbf54a03bc2c53d49","","no"
"provincial_or_unsupported","no","省级/二类或 UDI 线索：不直接进全球主库，除非你确认该类纳入口径","陕械注准20192140042","胶原蛋白","胶原蛋白","类人胶原蛋白生物修复敷料","重组胶原蛋白生物修复敷料","陕西巨子生物技术有限公司","国产","2022-09-07","2024-05-21","unsupported_certificate_type","省级器械待省局核验","","","","否","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0693686010077920231025025059819","","no"
"provincial_or_unsupported","no","省级/二类或 UDI 线索：不直接进全球主库，除非你确认该类纳入口径","陕械注准20152140138","胶原蛋白","胶原蛋白","类人胶原蛋白疤痕修复硅凝胶","重组胶原蛋白疤痕修复硅凝胶","陕西巨子生物技术有限公司","国产","2022-09-07","2025-07-09","unsupported_certificate_type","省级器械待省局核验","","","","否","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0693686010010620231025025948705","","no"
"provincial_or_unsupported","no","省级/二类或 UDI 线索：不直接进全球主库，除非你确认该类纳入口径","陕械注准20142140018","胶原蛋白","胶原蛋白","可痕重组胶原蛋白修复敷料","重组胶原蛋白修复敷料","陕西巨子生物技术有限公司","国产","2022-12-26","2028-08-19","unsupported_certificate_type","省级器械待省局核验","","","","否","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=1693686010174220251128113741707","","no"
"provincial_or_unsupported","no","省级/二类或 UDI 线索：不直接进全球主库，除非你确认该类纳入口径","青械注准20182140004","胶原蛋白","胶原蛋白","重组胶原蛋白疤痕凝胶敷料","重组胶原蛋白疤痕凝胶敷料","青海创铭医疗器械有限公司","国产","2023-07-19","2028-07-18","unsupported_certificate_type","省级器械待省局核验","","","","否","https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697160080362620260211022751608","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253131612","胶原蛋白","胶原蛋白","珂瑞康注射用胶原溶液","注射用胶原溶液","浙江珂瑞康生物医疗科技有限公司","国产","2025-08-25","","verified","已官方核验/国家政务服务平台NMPA器械查询","注射用胶原溶液","浙江珂瑞康生物医疗科技有限公司","适用于面部鱼尾纹部位真皮组织注射填充以纠正鱼尾纹。","是","https://mp.weixin.qq.com/s/vSCwjyD-BoqCw4DmIm19cQ","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20163131609","胶原蛋白","胶原蛋白","弗缦 FILLDERM","医用胶原充填剂","斐缦（长春）医药生物科技有限责任公司","国产","2021-11-03","2026-11-02","verified","已官方核验/国家政务服务平台NMPA器械查询","医用胶原充填剂","斐缦（长春）医药生物科技有限责任公司","本产品用于面部真皮组织填充以纠正中、重度鼻唇沟。","是","https://fiman.com/","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20163132859","PMMA 注射填充剂","PMMA 注射填充剂","爱贝芙 ArteColl","整形用胶原和PMMA皮下植入物系统 ArteColl","荷兰汉福生物科技公司Hafod Bioscience B.V.","进口","2021-10-26","2026-10-25","verified","已官方核验/国家政务服务平台NMPA器械查询","整形用胶原和PMMA皮下植入物系统ArteColl","荷兰汉福生物科技公司Hafod Bioscience B.V.","该产品用于注射到真皮深层以纠正鼻唇沟纹，或填充到骨膜外层以进行（鼻骨段）隆鼻。","是","https://mp.weixin.qq.com/s/bge82pQPbTp_0khKEVUXaw","","no"
"already_in_global","yes","已在全球库 registration_evidence 中，无需重复导入","国械注进20243130041","PMMA 注射填充剂","PMMA 注射填充剂","Bellafill","整形用胶原和PMMA皮下植入物系统 Bellafill","圣诺华医疗股份有限公司Suneva Medical, Inc.","进口","2024-01-17","2029-01-16","verified","已官方核验/国家政务服务平台NMPA器械查询","整形用胶原和PMMA皮下植入物系统Bellafill","圣诺华医疗股份有限公司Suneva Medical, Inc.","该产品注射到真皮深层以矫正中度至重度的鼻唇沟皱纹，适用于21 岁以上的成年患者。","是","https://mp.weixin.qq.com/s/bge82pQPbTp_0khKEVUXaw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253132643","胶原蛋白","胶原蛋白","悦白之几·若境","交联重组胶原蛋白植入剂","江苏创健医疗科技股份有限公司","国产","2025-12-23","2030-12-22","verified","已官方核验/国家政务服务平台NMPA器械查询","交联重组胶原蛋白植入剂","江苏创健医疗科技股份有限公司","适用于满足该产品说明书所列条件下，面部真皮组织填充以纠正额部中重度动力性皱纹，包括眉间纹、额头纹和鱼尾纹。","是","https://mp.weixin.qq.com/s/bge82pQPbTp_0khKEVUXaw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20213130488","胶原蛋白","胶原蛋白","薇旖美冻干纤维","重组Ⅲ型人源化胶原蛋白冻干纤维","山西锦波生物医药股份有限公司","国产","2021-06-28","2026-06-27","verified","已官方核验/国家政务服务平台NMPA器械查询","重组Ⅲ型人源化胶原蛋白冻干纤维","山西锦波生物医药股份有限公司","用于面部真皮组织填充以纠正额部动力性皱纹（包括眉间纹、额头纹和鱼尾纹）。","是","https://mp.weixin.qq.com/s/bge82pQPbTp_0khKEVUXaw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20253132049","胶原蛋白","胶原蛋白","巨子重组I型α1冻干纤维","重组I型α1亚型胶原蛋白冻干纤维","陕西巨子生物技术有限公司","国产","2025-10-21","2030-10-20","verified","已官方核验/国家政务服务平台NMPA器械查询","重组I型α1亚型胶原蛋白冻干纤维","陕西巨子生物技术有限公司","适用于满足该产品说明书中所列条件下，用于面部真皮组织填充以纠正额部动力性皱纹，包括眉间纹、额头纹和鱼尾纹。","是","https://mp.weixin.qq.com/s/bge82pQPbTp_0khKEVUXaw","","no"
"missing_verified_no_entity_hint","no","有官方核验证号，但全球库未明显命中实体；多半是中国本土/细分证号，需判断是否进入全球产品线","国械注准20263130044","胶原蛋白","胶原蛋白","巨子重组胶原+HA复合溶液","重组I型α1亚型胶原蛋白及透明质酸钠复合溶液","陕西巨子生物技术有限公司","国产","2026-01-14","2031-01-13","verified","已官方核验/国家政务服务平台NMPA器械查询","重组I型α1亚型胶原蛋白及透明质酸钠复合溶液","陕西巨子生物技术有限公司","该产品适用于满足该产品说明书中所列条件下，用于真皮层的注射，以改善面颊部平滑度。","是","https://mp.weixin.qq.com/s/bge82pQPbTp_0khKEVUXaw","","no"
